imageFile,maxPumps,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrMessage.started,instrMessage.stopped,nPumps,size,earnings,popped,balloonBody.started,balloonBody.stopped,reminderMsg.started,reminderMsg.stopped,balloonValMsg.started,balloonValMsg.stopped,bankedMsg.started,bankedMsg.stopped,feedbackMsg.started,feedbackMsg.stopped,expName,gender (m/f),psychopyVersion,age,frameRate,session,date,participant,
blueBalloon.png,2,0,0,0,0,4.41983699799,None,3,0.13,0.0,True,4.85271191597,None,4.85271191597,None,4.85271191597,None,4.85271191597,None,5.68603897095,None,bart,,3.0.3,21,29.997325182052112,004,2019_Jul_09_1457,,
