imageFile,maxPumps,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrMessage.started,instrMessage.stopped,nPumps,size,earnings,popped,balloonBody.started,balloonBody.stopped,reminderMsg.started,reminderMsg.stopped,balloonValMsg.started,balloonValMsg.stopped,bankedMsg.started,bankedMsg.stopped,feedbackMsg.started,feedbackMsg.stopped,expName,gender (m/f),psychopyVersion,age,frameRate,session,date,participant,
blueBalloon.png,2,0,0,0,0,5.16451215744,None,3,0.13,0.0,True,6.63097906113,None,6.63097906113,None,6.63097906113,None,6.63097906113,None,8.08095002174,None,bart,,3.0.3,12,30.006252638055244,004,2019_Jul_09_1431,,
