trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,imageFile,maxPumps,instrMessage.started,instrMessage.stopped,expName,gender (m/f),psychopyVersion,age,frameRate,session,date,participant,
,,,,,,4.04658913612,None,,,,,,,,,
