imageFile,maxPumps,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrMessage.started,instrMessage.stopped,nPumps,size,earnings,popped,balloonBody.started,balloonBody.stopped,reminderMsg.started,reminderMsg.stopped,balloonValMsg.started,balloonValMsg.stopped,bankedMsg.started,bankedMsg.stopped,feedbackMsg.started,feedbackMsg.stopped,expName,gender (m/f),psychopyVersion,age,frameRate,session,date,participant,
blueBalloon.png,2,0,0,0,0,4.83979487419,None,3,0.13,0.0,True,14.8560199738,None,14.8560199738,None,14.8560199738,None,14.8560199738,None,16.4226448536,None,bart,,3.0.3,21,30.00309737710101,004,2019_Jul_09_1453,,
blueBalloon.png,4,0,1,1,1,,,5,0.16,0.0,True,17.9226720333,None,17.9226720333,None,17.9226720333,None,17.9226720333,None,18.8226649761,None,bart,,3.0.3,21,30.00309737710101,004,2019_Jul_09_1453,,
